Taxon,Region,LifeForm,PresentStatus,FirstRecord,FirstRecord_orig,DataQuality,Source
Branta canadensis,Finland,Birds,established,1960,1960,,GAVIA
Branta canadensis,France,Birds,established,1955,1955,,GAVIA
Branta canadensis,Germany,Birds,established,1910,1910,,GAVIA
Branta canadensis,Haiti,Birds,established,2005,2005,,GAVIA
Branta canadensis,Hawaiian Islands,Birds,established,1981,1981,,GAVIA
Branta canadensis,Iceland,Birds,established,1961,1961,,GAVIA
Branta canadensis,Ireland,Birds,established,1810,1810,,GAVIA
Branta canadensis,Italy,Birds,established,1955,1955,,GAVIA
Branta canadensis,Jamaica,Birds,established,2010,2010,,GAVIA
Branta canadensis,Japan,Birds,alien,1985,1985,,GISD
Branta canadensis,Kiribati,Birds,established,2005,2005,,GAVIA
Branta canadensis,Latvia,Birds,established,1982,1982,,GAVIA
Branta canadensis,Lithuania,Birds,established,2010,2010,,GAVIA
Branta canadensis,Luxembourg,Birds,established,2000,2000,,GAVIA
Branta canadensis,Marshall Islands,Birds,established,2005,2005,,GAVIA
Branta canadensis,Netherlands,Birds,established,1949,1949,,GAVIA
Branta canadensis,New Caledonia,Birds,established,1999,1999,,GAVIA
Branta canadensis,New Zealand,Birds,established,1875,1875,,GAVIA
Branta canadensis,Norway,Birds,established,1930,1930,,GAVIA
Branta canadensis,Poland,Birds,established,1934,1934,,GAVIA
Branta canadensis,Portugal,Birds,established,2008,2008,,GAVIA
Branta canadensis,Puerto Rico,Birds,established,2010,2010,,GAVIA
Branta canadensis,Russia,Birds,established,1955,1955,,GAVIA
Branta canadensis,Saint Pierre and Miquelon,Birds,established,2005,2005,,GAVIA
Branta canadensis,San Marino,Birds,established,2010,2010,,GAVIA
Branta canadensis,Sardinia,Birds,casual,1987,1987,,DAISIE
Branta canadensis,Slovakia,Birds,established,2010,2010,,GAVIA
Branta canadensis,Sweden,Birds,established,1929,1929,,GAVIA
Branta canadensis,Switzerland,Birds,established,1955,1955,,GAVIA
Branta canadensis,Taiwan,Birds,established,2005,2005,,GAVIA
Branta canadensis,Tasmania,Birds,established,1927,1927,,GAVIA
Branta canadensis,Turks and Caicos,Birds,established,1993,1993,,GAVIA
Branta canadensis,Ukraine,Birds,established,1955,1955,,GAVIA
Branta canadensis,United Kingdom,Birds,established,1650,1650,,GAVIA
Branta canadensis,United States,Birds,established,1966,1966,,GAVIA
Branta Canadensis,China,Birds,,1998,1998,,Xu et al. (2012)
Branta hutchinsii,Austria,Birds,established,1955,1955,,GAVIA
Branta hutchinsii,Belgium,Birds,established,1955,1955,,GAVIA
Branta hutchinsii,Denmark,Birds,established,1951,1951,,GAVIA
Branta hutchinsii,Finland,Birds,established,1965,1965,,GAVIA
Branta hutchinsii,France,Birds,established,1955,1955,,GAVIA
Branta hutchinsii,Germany,Birds,established,1955,1955,,GAVIA
Branta hutchinsii,Ireland,Birds,established,1955,1955,,GAVIA
Branta hutchinsii,Italy,Birds,established,1955,1955,,GAVIA
Branta hutchinsii,Netherlands,Birds,established,1951,1951,,GAVIA
Branta hutchinsii,New Zealand,Birds,,1920,1920,,CABI ISC
Branta hutchinsii,Norway,Birds,established,1935,1935,,GAVIA
Branta hutchinsii,Sweden,Birds,established,1945,1945,,GAVIA
Branta hutchinsii,United Kingdom,Birds,established,1750,1750,,GAVIA
Branta leucopsis,Austria,Birds,established,1981,1981,,GAVIA
Branta leucopsis,Belgium,Birds,established,1983,1983,,GAVIA
Branta leucopsis,Finland,Birds,established,1980,1980,,GAVIA
Branta leucopsis,Germany,Birds,established,1975,1975,,GAVIA
Branta leucopsis,Netherlands,Birds,established,1987,1987,,GAVIA
Branta leucopsis,Norway,Birds,established,1945,1945,,GAVIA
Branta leucopsis,Sweden,Birds,established,1997,1997,,GAVIA
Branta leucopsis,United Kingdom,Birds,established,1979,1979,,GAVIA
Branta ruficollis,Germany,Birds,casual,1965,1965,,GAVIA
Branta ruficollis,Ukraine,Birds,casual,1998,1998,,GAVIA
Branta ruficollis,United Kingdom,Birds,casual,1965,1965,,GAVIA
Branta sandvicensis,New Zealand,Birds,casual,1871,1871,,GAVIA
Branta sandvicensis,United Arab Emirates,Birds,casual,1989,1989,,GAVIA
Brotogeris chiriri,United States,Birds,established,1965,1965,,GAVIA
Brotogeris jugularis,Hawaiian Islands,Birds,casual,1933,1933,,GAVIA
Brotogeris jugularis,United States,Birds,casual,1965,1965,,GAVIA
Brotogeris pyrrhoptera,United States,Birds,casual,1997,1997,,GAVIA
Brotogeris pyrrhopterus,Germany,Birds,extinct,1925,1925,,DAISIE
Brotogeris sanctithomae,United States,Birds,casual,1975,1975,,GAVIA
Brotogeris tirica,Germany,Birds,extinct,1898,1898,,DAISIE
Brotogeris versicolurus,Argentina,Birds,established,1998,1998,,GAVIA
Brotogeris versicolurus,Dominican Republic,Birds,established,1978,1978,,GAVIA
Brotogeris versicolurus,Peru,Birds,established,1981,1981,,GAVIA
Brotogeris versicolurus,Puerto Rico,Birds,established,1950,1950,,GAVIA
Brotogeris versicolurus,United States,Birds,established,1945,1945,,GAVIA
Bubo bubo,Spain,Birds,established,1985,1985,,GAVIA
Bubo bubo,United Kingdom,Birds,established,1832,1832,,GAVIA
Bubo virginianus,French Polynesia,Birds,established,1927,1927,,GAVIA
Bubulcus ibis,Algeria,Birds,established,1799,1799,,GAVIA
Bubulcus ibis,Aruba,Birds,established,2003,2003,,GAVIA
Bubulcus ibis,Australia,Birds,established,1933,1933,,GAVIA
Bubulcus ibis,Barbados,Birds,established,1994,1994,,GAVIA
Bubulcus ibis,Brazil,Birds,alien,1999,1999 - 1999,,GISD
Bubulcus ibis,Canada,Birds,established,1956,1956,,GAVIA
Bubulcus ibis,Chagos Archipelago,Birds,established,1953,1953,,GAVIA
Bubulcus ibis,Ecuador,Birds,established,1960,1960,,GAVIA
Bubulcus ibis,El Salvador,Birds,established,2003,2003,,GAVIA
Bubulcus ibis,Falkland Islands,Birds,established,1996,1996,,GAVIA
Bubulcus ibis,Guam,Birds,established,2000,2000,,GAVIA
Bubulcus ibis,Hawaiian Islands,Birds,established,1946,1946,,GAVIA
Bubulcus ibis,Mauritius,Birds,established,1952,1952,,GAVIA
Bubulcus ibis,Peru,Birds,established,1961,1961 - 1961,,GISD
Bubulcus ibis,Seychelles,Birds,established,1878,1878,,GAVIA
Bubulcus ibis,Singapore,Birds,established,2004,2004,,GAVIA
Bubulcus ibis,South Georgia and the South Sandwich Islands,Birds,established,2005,2005,,GAVIA
Bubulcus ibis,Taiwan,Birds,established,2005,2005,,GAVIA
Bubulcus ibis,Tasmania,Birds,established,1965,1965,,GAVIA
Bubulcus ibis,Trinidad and Tobago,Birds,established,1981,1981,,GAVIA
Bubulcus ibis,Turks and Caicos,Birds,established,2003,2003,,GAVIA
Bubulcus ibis,United Kingdom,Birds,established,2005,2005,,GAVIA
Bubulcus ibis,United States,Birds,established,1941,1941,,GAVIA
Bubulcus ibis,"Virgin Islands, US",Birds,established,2005,2005,,GAVIA
Bucanetes githagineus,Portugal,Birds,casual,1998,1998,,GAVIA
Bucephala albeola,United Kingdom,Birds,casual,2011,2011,,GAVIA
Bucephala islandica,United Kingdom,Birds,casual,1911,1911,,GAVIA
Buceros bicornis,Singapore,Birds,casual,1986,1986,,GAVIA
Bucorvus abyssinicus,United States,Birds,casual,1991,1991,,GAVIA
Bufo japonicus,Japan,Birds,alien,1961,1960 - 1969,NEW_random,GISD
Buteogallus anthracinus,United States,Birds,casual,1972,1972,,GAVIA
Buteogallus urubitinga,United States,Birds,casual,1973,1973,,GAVIA
Buteo polyosoma,Chile,Birds,casual,2002,2002,,GAVIA
Buteo swainsonii,Norway,Birds,established,1986,1980 - 1989,NEW_random,GISD
Butorides striata,Norway,Birds,casual,1999,1990 - 1999,NEW_random,GISD
Bycanistes brevis,United States,Birds,casual,1994,1994,,GAVIA
Cacatua alba,Hong Kong,Birds,established,1995,1995,,GAVIA
Cacatua alba,Indonesia,Birds,established,1998,1998,,GAVIA
Cacatua alba,Taiwan,Birds,established,2006,2006,,GAVIA
Cacatua alba,United States,Birds,established,1985,1985,,GAVIA
Cacatua galerita,Australia,Birds,established,1934,1934,,GAVIA
Cacatua galerita,Bahamas,Birds,established,1995,1995,,GAVIA
Cacatua galerita,Bahrain,Birds,established,1981,1981,,GAVIA
Cacatua galerita,Barbados,Birds,established,2009,2009,,GAVIA
Cacatua galerita,Hawaiian Islands,Birds,established,1933,1933,,GAVIA
Cacatua galerita,Indonesia,Birds,established,1973,1973,,GAVIA
Cacatua galerita,New Zealand,Birds,established,1900,1900,,GAVIA
Cacatua galerita,Palau,Birds,established,1950,1950,,GAVIA
Cacatua galerita,Saudi Arabia,Birds,established,1985,1985,,GAVIA
Cacatua galerita,Singapore,Birds,established,1955,1955,,GAVIA
Cacatua galerita,Taiwan,Birds,established,2006,2006,,GAVIA
Cacatua galerita,Tasmania,Birds,established,1979,1979,,GAVIA
Cacatua galerita,Ukraine,Birds,extinct,1955,1955,,DAISIE
Cacatua galerita,United Arab Emirates,Birds,established,1988,1988,,GAVIA
Cacatua galerita,United Kingdom,Birds,extinct,1963,1963,,DAISIE
Cacatua galerita,United States,Birds,established,1955,1955,,GAVIA
Cacatua goffiniana,Hawaiian Islands,Birds,established,2007,2007,,GAVIA
Cacatua goffiniana,Hong Kong,Birds,established,1988,1988,,GAVIA
Cacatua goffiniana,Indonesia,Birds,established,1973,1973,,GAVIA
Cacatua goffiniana,Mauritius,Birds,established,1989,1989,,GAVIA
Cacatua goffiniana,Singapore,Birds,established,1980,1980,,GAVIA
Cacatua goffiniana,Taiwan,Birds,established,2006,2006,,GAVIA
Cacatua goffiniana,United States,Birds,established,1986,1986,,GAVIA
Cacatua leadbeateri,Australia,Birds,established,1998,1998,,GAVIA
Cacatua leadbeateri,Fiji,Birds,established,1926,1926,,GAVIA
Cacatua moluccensis,Hawaiian Islands,Birds,casual,1981,1981,,GAVIA
Cacatua moluccensis,Hong Kong,Birds,casual,1996,1996,,GAVIA
Cacatua moluccensis,Indonesia,Birds,casual,1981,1981,,GAVIA
Cacatua moluccensis,Philippines,Birds,casual,1971,1971,,GAVIA
Cacatua moluccensis,Singapore,Birds,casual,1987,1987,,GAVIA
Cacatua moluccensis,Taiwan,Birds,casual,2006,2006,,GAVIA
Cacatua moluccensis,United States,Birds,casual,1985,1985,,GAVIA
Cacatua roseicapilla,Hawaiian Islands,Birds,established,1933,1933,,GAVIA
Cacatua roseicapilla,New Zealand,Birds,established,1975,1975,,GAVIA
Cacatua roseicapilla,Tasmania,Birds,established,1925,1925,,GAVIA
Cacatua roseicapilla,United States,Birds,established,1959,1959,,GAVIA
Cacatua sanguinea,Singapore,Birds,established,1979,1979,,GAVIA
Cacatua sulphurea,Hong Kong,Birds,established,1960,1960,,GAVIA
Cacatua sulphurea,Mauritius,Birds,established,1996,1996,,GAVIA
Cacatua sulphurea,Philippines,Birds,established,2009,2009,,GAVIA
Cacatua sulphurea,Singapore,Birds,established,1926,1926,,GAVIA
Cacatua sulphurea,South Africa,Birds,established,1976,1976,,GAVIA
Cacatua sulphurea,Taiwan,Birds,established,2006,2006,,GAVIA
Cacatua tenuirostris,Australia,Birds,casual,1975,1975,,GAVIA
Cacatua tenuirostris,Chagos Archipelago,Birds,casual,1929,1929,,GAVIA
Cairina moschata,Austria,Birds,established,1978,1978,,GAVIA
Cairina moschata,Barbados,Birds,established,2009,2009,,GAVIA
Cairina moschata,Chile,Birds,established,1904,1904,,GAVIA
Cairina moschata,Germany,Birds,established,2005,2005,,GAVIA
Cairina moschata,Israel,Birds,established,1985,1985,,GAVIA
Cairina moschata,Madagascar,Birds,established,1895,1895,,GAVIA
Cairina moschata,Marshall Islands,Birds,established,1990,1990,,GAVIA
Cairina moschata,Mauritania,Birds,established,1975,1975,,GAVIA
Cairina moschata,Mauritius,Birds,established,1750,1750,,GAVIA
Cairina moschata,Netherlands,Birds,established,1991,1991,,GAVIA
Cairina moschata,New Zealand,Birds,established,1885,1885,,GAVIA
Cairina moschata,Portugal,Birds,established,1999,1999,,GAVIA
Cairina moschata,Seychelles,Birds,established,2002,2002,,GAVIA
Cairina moschata,Spain,Birds,established,2003,2003,,GAVIA
Cairina moschata,Taiwan,Birds,established,2000,2000,,GAVIA
Cairina moschata,United Kingdom,Birds,established,1968,1968,,GAVIA
Cairina moschata,United States,Birds,established,1967,1967,,GAVIA
Callaeas cinereus,New Zealand,Birds,casual,1981,1981,,GAVIA
Callipepla californica,Argentina,Birds,established,1920,1920,,GAVIA
Callipepla californica,Australia,Birds,established,1861,1861,,GAVIA
Callipepla californica,Canada,Birds,established,1860,1860,,GAVIA
Callipepla californica,Chile,Birds,established,1864,1864,,GAVIA
Callipepla californica,Corse,Birds,established,1964,1960 - 1969,NEW_random,DAISIE
Callipepla californica,Czech Republic,Birds,extinct,1880,1880,,DAISIE
Callipepla californica,Fiji,Birds,established,1981,1981,,GAVIA
Callipepla californica,France,Birds,established,1845,1845,,GAVIA
Callipepla californica,French Polynesia,Birds,established,1981,1981,,GAVIA
Callipepla californica,Hawaiian Islands,Birds,established,1854,1854,,GAVIA
Callipepla californica,Italy,Birds,established,2003,2003,,GAVIA
Callipepla californica,New Zealand,Birds,established,1860,1860,,GAVIA
Callipepla californica,Norfolk Island,Birds,established,1895,1895,,GAVIA
Callipepla californica,Sicily,Birds,extinct,1920,1920,,DAISIE
Callipepla californica,Spain,Birds,established,2005,2005,,GAVIA
Callipepla californica,Tasmania,Birds,established,1925,1925,,GAVIA
Callipepla californica,United Kingdom,Birds,established,1850,1850,,GAVIA
Callipepla californica,United States,Birds,established,1852,1852,,GAVIA
Callipepla californica,"Virgin Islands, US",Birds,established,1958,1958,,GAVIA
Callipepla douglasii,Mexico,Birds,established,2007,2007,,GAVIA
Callipepla douglasii,United States,Birds,established,1904,1904,,GAVIA
Callipepla gambelii,Hawaiian Islands,Birds,established,1928,1928,,GAVIA
Callipepla gambelii,United States,Birds,established,1887,1887,,GAVIA
Callipepla squamata,Hawaiian Islands,Birds,established,1961,1961,,GAVIA
Callipepla squamata,United States,Birds,established,1900,1900,,GAVIA
Callocephalon fimbriatum,Australia,Birds,established,1940,1940,,GAVIA
Callonetta leucophrys,France,Birds,casual,2004,2004,,GAVIA
Callonetta leucophrys,Germany,Birds,casual,1995,1995,,GAVIA
Callonetta leucophrys,Israel,Birds,casual,2005,2005,,GAVIA
Callonetta leucophrys,South Africa,Birds,casual,1985,1985,,GAVIA
Callonetta leucophrys,Switzerland,Birds,casual,1995,1995,,GAVIA
Callonetta leucophrys,United Arab Emirates,Birds,casual,2010,2010,,GAVIA
Callonetta leucophrys,United States,Birds,casual,1975,1975,,GAVIA
Caloenas nicobarica,Hawaiian Islands,Birds,established,1922,1922,,GAVIA
Cardinalis cardinalis,Australia,Birds,established,1860,1860,,GAVIA
Cardinalis cardinalis,Barbados,Birds,established,1931,1931,,GAVIA
Cardinalis cardinalis,Bermuda,Birds,established,1700,1700,,GAVIA
Cardinalis cardinalis,Cayman Islands,Birds,established,1983,1983,,GAVIA
Cardinalis cardinalis,French Polynesia,Birds,established,1952,1952,,GAVIA
Cardinalis cardinalis,Germany,Birds,extinct,1887,1887,,DAISIE
Cardinalis cardinalis,Hawaiian Islands,Birds,established,1928,1928,,GAVIA
Cardinalis cardinalis,Norway,Birds,casual,1953,1950 - 1959,NEW_random,GISD
Cardinalis cardinalis,United States,Birds,established,1880,1880,,GAVIA
Carduelis cannabina,Australia,Birds,casual,1860,1860,,GAVIA
Carduelis cannabina,Canada,Birds,casual,1908,1908,,GAVIA
Carduelis cannabina,New Zealand,Birds,casual,1865,1865,,GAVIA
Carduelis cannabina,Saint Helena,Birds,casual,1824,1824,,GAVIA
Carduelis cannabina,United States,Birds,casual,1846,1846,,GAVIA
Carduelis carduelis,Argentina,Birds,established,1910,1910,,GAVIA
Carduelis carduelis,Australia,Birds,established,1857,1857,,GAVIA
Carduelis carduelis,Bermuda,Birds,established,1800,1800,,GAVIA
Carduelis carduelis,Brazil,Birds,established,1994,1994,,GAVIA
Carduelis carduelis,Canada,Birds,established,1913,1913,,GAVIA
Carduelis carduelis,Cape Verde,Birds,established,1963,1963,,GAVIA
Carduelis carduelis,Hawaiian Islands,Birds,established,1929,1929,,GAVIA
Carduelis carduelis,Hong Kong,Birds,established,1990,1990,,GAVIA
Carduelis carduelis,Mauritius,Birds,established,1801,1801,,GAVIA
Carduelis carduelis,New Zealand,Birds,established,1862,1862,,GAVIA
Carduelis carduelis,Norfolk Island,Birds,established,1963,1963,,GAVIA
Carduelis carduelis,Portugal,Birds,established,1860,1860,,GAVIA
Carduelis carduelis,Saint Helena,Birds,established,1824,1824,,GAVIA
Carduelis carduelis,South Africa,Birds,established,1891,1891,,GAVIA
Carduelis carduelis,Spain,Birds,established,1997,1997,,GAVIA
Carduelis carduelis,Tasmania,Birds,established,1827,1827,,GAVIA
Carduelis carduelis,United States,Birds,established,1846,1846,,GAVIA
Carduelis carduelis,Uruguay,Birds,established,1913,1913,,GAVIA
Carduelis chloris,Argentina,Birds,established,1900,1900,,GAVIA
Carduelis chloris,Australia,Birds,established,1863,1863,,GAVIA
Carduelis chloris,Cape Verde,Birds,established,2002,2002,,GAVIA
Carduelis chloris,New Zealand,Birds,established,1862,1862,,GAVIA
Carduelis chloris,Norfolk Island,Birds,established,1935,1935,,GAVIA
Carduelis chloris,Portugal,Birds,established,1890,1890,,GAVIA
Carduelis chloris,Saint Helena,Birds,established,1869,1869,,GAVIA
Carduelis chloris,South Africa,Birds,established,1981,1981,,GAVIA
Carduelis chloris,Tasmania,Birds,established,1941,1941,,GAVIA
Carduelis chloris,United States,Birds,established,1880,1880,,GAVIA
Carduelis chloris,Uruguay,Birds,established,1908,1908,,GAVIA
Carduelis cucullata,Puerto Rico,Birds,established,1920,1920,,GAVIA
Carduelis cucullata,Trinidad and Tobago,Birds,established,1960,1960,,GAVIA
Carduelis flammea,Australia,Birds,established,1913,1913,,GAVIA
Carduelis flammea,New Zealand,Birds,established,1862,1862,,GAVIA
Carduelis flammea,Taiwan,Birds,established,2009,2009,,GAVIA
Carduelis flammea,Tasmania,Birds,established,1912,1912,,GAVIA
Carduelis flammea,Vanuatu,Birds,established,1999,1999,,GAVIA
Carduelis flavirostris,Hong Kong,Birds,casual,1996,1996,,GAVIA
Carduelis flavirostris,New Zealand,Birds,casual,1862,1862,,GAVIA
Carduelis psaltria,Cuba,Birds,established,1981,1981,,GAVIA
Carduelis psaltria,Panama,Birds,established,1981,1981,,GAVIA
Carduelis sinica,Norway,Birds,casual,1999,1990 - 1999,NEW_random,GISD
Carduelis spinus,Australia,Birds,casual,1860,1860,,GAVIA
Carduelis spinus,New Zealand,Birds,casual,1876,1876,,GAVIA
Carduelis spinus,United States,Birds,casual,1889,1889,,GAVIA
Carduelis tristis,Bermuda,Birds,casual,1800,1800,,GAVIA
Carduelis tristis,French Polynesia,Birds,casual,1938,1938,,GAVIA
Carpodacus mexicanus,Canada,Birds,established,1992,1992,,GAVIA
Carpodacus mexicanus,Hawaiian Islands,Birds,established,1850,1850,,GAVIA
Carpodacus mexicanus,Mexico,Birds,established,2007,2007,,GAVIA
Carpodacus mexicanus,United States,Birds,established,1940,1940,,GAVIA
Carpodacus roseus,Hong Kong,Birds,casual,1989,1989,,GAVIA
Carpodacus roseus,Norway,Birds,casual,1992,1990 - 1999,NEW_random,GISD
Carpodacus rubicilloides,Norway,Birds,casual,1995,1990 - 1999,NEW_random,GISD
Casuarius casuarius,Indonesia,Birds,established,1967,1967,,GAVIA
Cathartes aura,Bahamas,Birds,established,1975,1975,,GAVIA
Cathartes aura,Dominican Republic,Birds,established,1932,1932,,GAVIA
Cathartes aura,Haiti,Birds,established,1932,1932,,GAVIA
Cathartes aura,Norway,Birds,casual,2002,2000 - 2009,NEW_random,GISD
Cathartes aura,Puerto Rico,Birds,established,1880,1880,,GAVIA
Catharus guttatus,Australia,Birds,casual,1860,1860,,GAVIA
Catreus wallichi,United States,Birds,casual,1940,1940,,GAVIA
Cereopsis novaehollandiae,Australia,Birds,established,1930,1930,,GAVIA
Cereopsis novaehollandiae,New Zealand,Birds,established,1869,1869,,GAVIA
Cereopsis novaehollandiae,Tasmania,Birds,established,1968,1968,,GAVIA
Cettia diphone,Hawaiian Islands,Birds,established,1929,1929,,GAVIA
Chaetocercus jourdanii,Hong Kong,Birds,casual,2001,2001,,GAVIA
Chaimarrornis leucocephalus,Hong Kong,Birds,casual,1974,1974,,GAVIA
Chaimarrornis leucocephalus,Taiwan,Birds,casual,2009,2009,,GAVIA
Chalcophaps indica,Australia,Birds,established,1898,1898,,GAVIA
Chalcophaps indica,Hawaiian Islands,Birds,established,1924,1924,,GAVIA
