"Phylum","Environment","Sector","Type_of_cost","country","Cost"
"Chordata","Mixed","Authorities-Stakeholders","Management","JM",116395.79832424
"Chordata","Mixed","Authorities-Stakeholders","Management","JP",16181.7038503559
"Chordata","Mixed","Authorities-Stakeholders","Management","KR",624907.208397586
"Chordata","Mixed","Authorities-Stakeholders","Management","MX",45621.7670745324
"Chordata","Mixed","Authorities-Stakeholders","Management","MY",690061.365143188
"Chordata","Mixed","Authorities-Stakeholders","Management","NL",2855222.19605532
"Chordata","Mixed","Authorities-Stakeholders","Management","PE",363390.205049538
"Chordata","Mixed","Authorities-Stakeholders","Management","SE",3999382.81145491
"Chordata","Mixed","Authorities-Stakeholders","Management","SG",291902.138956122
"Chordata","Mixed","Authorities-Stakeholders","Management","TT",139271.598197017
"Chordata","Mixed","Authorities-Stakeholders","Management","US",11149796.1939461
"Chordata","Mixed","Authorities-Stakeholders","Management","UY",61436.6246241797
"Chordata","Mixed","Environment","Damage","AD",876358.169489969
"Chordata","Mixed","Environment","Damage","AE",2289727.16134609
"Chordata","Mixed","Environment","Damage","AF",11139411.6630358
"Chordata","Mixed","Environment","Damage","AL",698223.88332942
"Chordata","Mixed","Environment","Damage","AM",1135638.67431863
"Chordata","Mixed","Environment","Damage","AR",26742563.9538982
"Chordata","Mixed","Environment","Damage","AT",2925826.6906215
"Chordata","Mixed","Environment","Damage","AU",10916434.9541132
"Chordata","Mixed","Environment","Damage","AZ",4252611.86239633
"Chordata","Mixed","Environment","Damage","BA",3885417.99661483
"Chordata","Mixed","Environment","Damage","BE",404514.88509411
"Chordata","Mixed","Environment","Damage","BG",10041142.8912354
"Chordata","Mixed","Environment","Damage","BO",30000911.7368086
"Chordata","Mixed","Environment","Damage","BR",760769665.092927
"Chordata","Mixed","Environment","Damage","CA",518939960.134909
"Chordata","Mixed","Environment","Damage","CH",1080951.46907827
"Chordata","Mixed","Environment","Damage","CL",111721.737864184
"Chordata","Mixed","Environment","Damage","CN",324649647.032498
"Chordata","Mixed","Environment","Damage","CO",82585409.1219114
"Chordata","Mixed","Environment","Damage","CY",497396.086932295
"Chordata","Mixed","Environment","Damage","CZ",1462654.45240914
"Chordata","Mixed","Environment","Damage","DE",7460422.62240429
"Chordata","Mixed","Environment","Damage","DJ",780668.264384117
"Chordata","Mixed","Environment","Damage","DK",491303.329115794
"Chordata","Mixed","Environment","Damage","DZ",35595811.8285135
"Chordata","Mixed","Environment","Damage","EC",10319227.0078089
"Chordata","Mixed","Environment","Damage","EG",22100967.8767693
"Chordata","Mixed","Environment","Damage","ES",548577.08748536
"Chordata","Mixed","Environment","Damage","FI",3163859.9900736
"Chordata","Mixed","Environment","Damage","FR",1177230.74098871
"Chordata","Mixed","Environment","Damage","GB",4869005.67356723
"Chordata","Mixed","Environment","Damage","GE",2002362.46231254
"Chordata","Mixed","Environment","Damage","GQ",816242.233050664
"Chordata","Mixed","Environment","Damage","GR",3074289.57462689
"Chordata","Mixed","Environment","Damage","GT",9252242.30080289
"Chordata","Mixed","Environment","Damage","HR",5105336.52999624
"Chordata","Mixed","Environment","Damage","HU",11117436.8073769
"Chordata","Mixed","Environment","Damage","ID",386703737.705837
"Chordata","Mixed","Environment","Damage","IE",1817423.16513493
"Chordata","Mixed","Environment","Damage","IL",918068.032003744
"Chordata","Mixed","Environment","Damage","IN",2931873380.76269
"Chordata","Mixed","Environment","Damage","IQ",3033989.94182949
"Chordata","Mixed","Environment","Damage","IR",64841661.3519362
"Chordata","Mixed","Environment","Damage","IT",2581380.81069612
"Chordata","Mixed","Environment","Damage","LB",1143690.50697984
"Chordata","Mixed","Environment","Damage","LU",583560.653003504
"Chordata","Mixed","Environment","Damage","LY",13400136.0897343
"Chordata","Mixed","Environment","Damage","MA",20181435.4157187
"Chordata","Mixed","Environment","Damage","ME",447673.848282962
"Chordata","Mixed","Environment","Damage","MK",630382.325917174
"Chordata","Mixed","Environment","Damage","MT",773237.574119749
"Chordata","Mixed","Environment","Damage","MX",79149989.3235269
"Chordata","Mixed","Environment","Damage","NL",31168.3803695525
"Chordata","Mixed","Environment","Damage","NO",3617401.89322774
"Chordata","Mixed","Environment","Damage","NZ",4337898.61995711
"Chordata","Mixed","Environment","Damage","PE",31794045.9076958
"Chordata","Mixed","Environment","Damage","PL",5102045.11988115
"Chordata","Mixed","Environment","Damage","PT",865381.678526939
"Chordata","Mixed","Environment","Damage","RO",18116624.3325264
"Chordata","Mixed","Environment","Damage","RS",12834504.4084374
"Chordata","Mixed","Environment","Damage","RU",36392611.3163329
"Chordata","Mixed","Environment","Damage","SE",4357109.81391254
"Chordata","Mixed","Environment","Damage","SI",679248.503103702
"Chordata","Mixed","Environment","Damage","SK",3622399.07647713
"Chordata","Mixed","Environment","Damage","SY",4361722.38207214
"Chordata","Mixed","Environment","Damage","TM",2386609.33362078
"Chordata","Mixed","Environment","Damage","TN",4906533.88764934
"Chordata","Mixed","Environment","Damage","TR",4533405.04795123
"Chordata","Mixed","Environment","Damage","UA",29046560.0072211
"Chordata","Mixed","Environment","Damage","US",186978896.044559
"Chordata","Mixed","Environment","Damage","UY",1581092.1842508
"Chordata","Mixed","Environment","Damage","ZA",86724371.0979562
"Chordata","Mixed","Forestry","Damage","AD",1007769.98470721
"Chordata","Mixed","Forestry","Damage","AE",2755194.54327381
"Chordata","Mixed","Forestry","Damage","AF",6510725.67246002
"Chordata","Mixed","Forestry","Damage","AL",690550.755072576
"Chordata","Mixed","Forestry","Damage","AM",1156480.50075699
"Chordata","Mixed","Forestry","Damage","AR",15543797.7322298
"Chordata","Mixed","Forestry","Damage","AT",3814996.57455288
"Chordata","Mixed","Forestry","Damage","AU",6217185.14715687
"Chordata","Mixed","Forestry","Damage","AZ",3768041.76368573
"Chordata","Mixed","Forestry","Damage","BA",3192482.80277934
"Chordata","Mixed","Forestry","Damage","BE",412488.971767155
"Chordata","Mixed","Forestry","Damage","BG",8449729.23188732
"Chordata","Mixed","Forestry","Damage","BO",13483182.0770466
"Chordata","Mixed","Forestry","Damage","BR",817544405.61657
"Chordata","Mixed","Forestry","Damage","CA",843355152.064031
"Chordata","Mixed","Forestry","Damage","CH",1342095.79555103
"Chordata","Mixed","Forestry","Damage","CL",105230.848650584
"Chordata","Mixed","Forestry","Damage","CN",598494271.389703
"Chordata","Mixed","Forestry","Damage","CO",34633095.2981209
"Chordata","Mixed","Forestry","Damage","CY",536037.752492555
"Chordata","Mixed","Forestry","Damage","CZ",1728260.19085846
"Chordata","Mixed","Forestry","Damage","DE",6685726.49438912
"Chordata","Mixed","Forestry","Damage","DJ",680450.821191122
"Chordata","Mixed","Forestry","Damage","DK",590579.978629066
"Chordata","Mixed","Forestry","Damage","DZ",16008187.3655824
"Chordata","Mixed","Forestry","Damage","EC",6592848.67244381
"Chordata","Mixed","Forestry","Damage","EG",11954544.7649498
"Chordata","Mixed","Forestry","Damage","ES",579426.55718554
"Chordata","Mixed","Forestry","Damage","FI",3910538.13022302
"Chordata","Mixed","Forestry","Damage","FR",1018891.39539634
"Chordata","Mixed","Forestry","Damage","GB",4823426.41253454
"Chordata","Mixed","Forestry","Damage","GE",1605717.7150806
"Chordata","Mixed","Forestry","Damage","GQ",659604.778618781
"Chordata","Mixed","Forestry","Damage","GR",3784436.55995174
"Chordata","Mixed","Forestry","Damage","GT",5780058.96430848
"Chordata","Mixed","Forestry","Damage","HR",4740205.40300132
"Chordata","Mixed","Forestry","Damage","HU",11727263.2515051
"Chordata","Mixed","Forestry","Damage","ID",104420202.085162
"Chordata","Mixed","Forestry","Damage","IE",1606106.91579067
"Chordata","Mixed","Forestry","Damage","IL",978541.074067132
"Chordata","Mixed","Forestry","Damage","IN",215200178.046527
"Chordata","Mixed","Forestry","Damage","IQ",2970530.40249524
"Chordata","Mixed","Forestry","Damage","IR",27076615.0296439
"Chordata","Mixed","Forestry","Damage","IT",2695758.52688014
"Chordata","Mixed","Forestry","Damage","LB",1031493.0793122
"Chordata","Mixed","Forestry","Damage","LU",608290.674474843
"Chordata","Mixed","Forestry","Damage","LY",7537869.5416304
"Chordata","Mixed","Forestry","Damage","MA",11867745.6593745
"Chordata","Mixed","Forestry","Damage","ME",439664.859523691
"Chordata","Mixed","Forestry","Damage","MK",648832.103338085
"Chordata","Mixed","Forestry","Damage","MT",788399.107567462
"Chordata","Mixed","Forestry","Damage","MX",41320456.1128389
"Chordata","Mixed","Forestry","Damage","NL",32521.9754437207
"Chordata","Mixed","Forestry","Damage","NO",3836497.50270527
"Chordata","Mixed","Forestry","Damage","NZ",8475845.81943554
"Chordata","Mixed","Forestry","Damage","PE",13085313.144347
"Chordata","Mixed","Forestry","Damage","PL",3825636.32092742
"Chordata","Mixed","Forestry","Damage","PT",1036264.82554347
"Chordata","Mixed","Forestry","Damage","RO",16584755.7111399
"Chordata","Mixed","Forestry","Damage","RS",9594741.25736511
"Chordata","Mixed","Forestry","Damage","RU",63975652.6197918
"Chordata","Mixed","Forestry","Damage","SE",5146449.34930327
"Chordata","Mixed","Forestry","Damage","SI",755392.276594356
"Chordata","Mixed","Forestry","Damage","SK",3677742.52719134
"Chordata","Mixed","Forestry","Damage","SY",3550023.50676061
"Chordata","Mixed","Forestry","Damage","TM",2867254.95585699
"Chordata","Mixed","Forestry","Damage","TN",4297142.17593445
"Chordata","Mixed","Forestry","Damage","TR",2695537.66331425
"Chordata","Mixed","Forestry","Damage","UA",15796149.7025708
"Chordata","Mixed","Forestry","Damage","US",226543812.084749
"Chordata","Mixed","Forestry","Damage","UY",1877807.10244932
"Chordata","Mixed","Forestry","Damage","ZA",29324952.3071135
"Chordata","Mixed","Mixed","Damage","AR",23075042.6631106
"Chordata","Mixed","Mixed","Damage","AT",3403762.67211304
"Chordata","Mixed","Mixed","Damage","AZ",4401676.83975256
"Chordata","Mixed","Mixed","Damage","BE",483432.383269281
"Chordata","Mixed","Mixed","Damage","BG",8406249.96483229
"Chordata","Mixed","Mixed","Damage","BO",31690359.3430776
"Chordata","Mixed","Mixed","Damage","BR",932697789.604774
"Chordata","Mixed","Mixed","Damage","BY",1174135.38285519
"Chordata","Mixed","Mixed","Damage","CA",130539391.827497
"Chordata","Mixed","Mixed","Damage","CH",1178593.52333059
"Chordata","Mixed","Mixed","Damage","CL",179914.756728288
"Chordata","Mixed","Mixed","Damage","CN",331496445.331587
"Chordata","Mixed","Mixed","Damage","CZ",1279324.59712652
"Chordata","Mixed","Mixed","Damage","DE",7054253.04526092
"Chordata","Mixed","Mixed","Damage","DK",509836.665659045
"Chordata","Mixed","Mixed","Damage","EE",1068290.58972864
"Chordata","Mixed","Mixed","Damage","ES",556525.260005497
"Chordata","Mixed","Mixed","Damage","FI",3620043.40883304
"Chordata","Mixed","Mixed","Damage","FR",1190070.00184644
"Chordata","Mixed","Mixed","Damage","GB",1546213.75601151
"Chordata","Mixed","Mixed","Damage","GE",1646743.96751869
"Chordata","Mixed","Mixed","Damage","GR",2623763.10228461
"Chordata","Mixed","Mixed","Damage","HR",4292250.62546261
"Chordata","Mixed","Mixed","Damage","HU",10418279.0970056
"Chordata","Mixed","Mixed","Damage","IE",1510857.41700193
"Chordata","Mixed","Mixed","Damage","IL",1316117.79142795
"Chordata","Mixed","Mixed","Damage","IR",60824234.6941365
"Chordata","Mixed","Mixed","Damage","IT",2356345.95935429
"Chordata","Mixed","Mixed","Damage","JP",283986.788249101
"Chordata","Mixed","Mixed","Damage","KE",20339906.985203
"Chordata","Mixed","Mixed","Damage","KR",1847598.46373105
"Chordata","Mixed","Mixed","Damage","LB",1404368.05363235
"Chordata","Mixed","Mixed","Damage","LT",1423447.50703018
"Chordata","Mixed","Mixed","Damage","LU",593362.210222111
"Chordata","Mixed","Mixed","Damage","MK",627820.368551579
"Chordata","Mixed","Mixed","Damage","MX",61201905.6642025
"Chordata","Mixed","Mixed","Damage","NL",37192.7109540081
"Chordata","Mixed","Mixed","Damage","NO",4854614.26345822
"Chordata","Mixed","Mixed","Damage","PL",4314915.75724312
"Chordata","Mixed","Mixed","Damage","PY",2561531.41314407
"Chordata","Mixed","Mixed","Damage","RO",16492604.7103658
"Chordata","Mixed","Mixed","Damage","RS",10853404.0172847
"Chordata","Mixed","Mixed","Damage","RU",41352521.0752394
"Chordata","Mixed","Mixed","Damage","SE",4088472.89447267
"Chordata","Mixed","Mixed","Damage","SI",664586.722143807
"Chordata","Mixed","Mixed","Damage","SK",3167665.20065055
"Chordata","Mixed","Mixed","Damage","SR",1509683.73897278
"Chordata","Mixed","Mixed","Damage","SY",3981766.02298563
"Chordata","Mixed","Mixed","Damage","TJ",3485235.65227612
"Chordata","Mixed","Mixed","Damage","TR",4677543.69506837
"Chordata","Mixed","Mixed","Damage","UA",28961125.3472011
"Chordata","Mixed","Mixed","Damage","US",333724922.654258
"Chordata","Mixed","Mixed","Damage","UY",1360558.63896446
"Chordata","Mixed","Mixed","Damage","UZ",14648753.3078335
"Chordata","Mixed","Mixed","Damage","VE",42638396.1511893
"Chordata","Mixed","Mixed","Damage","ZA",95085380.4799793
"Chordata","Mixed","Mixed","Management","AD",484675.46237389
"Chordata","Mixed","Mixed","Management","AE",1296326.35733283
"Chordata","Mixed","Mixed","Management","AF",883974.679420631
"Chordata","Mixed","Mixed","Management","AL",252349.157147158
"Chordata","Mixed","Mixed","Management","AM",314645.064723656
"Chordata","Mixed","Mixed","Management","AR",886446.632569865
"Chordata","Mixed","Mixed","Management","AT",901322.456772074
"Chordata","Mixed","Mixed","Management","AU",515502.013051689
"Chordata","Mixed","Mixed","Management","AZ",764390.919093838
"Chordata","Mixed","Mixed","Management","BA",382884.255341099
"Chordata","Mixed","Mixed","Management","BE",2223674.39102329
"Chordata","Mixed","Mixed","Management","BG",1470310.48927953
"Chordata","Mixed","Mixed","Management","BO",1194780.47006945
"Chordata","Mixed","Mixed","Management","BR",254458555.081684
"Chordata","Mixed","Mixed","Management","BS",216550.13570746
"Chordata","Mixed","Mixed","Management","BY",593733.094069784
"Chordata","Mixed","Mixed","Management","BZ",201805.89096164
"Chordata","Mixed","Mixed","Management","CA",107433837.340963
"Chordata","Mixed","Mixed","Management","CH",2157938.05803879
"Chordata","Mixed","Mixed","Management","CL",93849.3299375049
"Chordata","Mixed","Mixed","Management","CN",4165851.65682549
"Chordata","Mixed","Mixed","Management","CO",5774645.87860728
"Chordata","Mixed","Mixed","Management","CY",243775.382275583
"Chordata","Mixed","Mixed","Management","CZ",1755610.81837204
"Chordata","Mixed","Mixed","Management","DE",2914107.72253826
"Chordata","Mixed","Mixed","Management","DJ",190812.653524136
"Chordata","Mixed","Mixed","Management","DK",625456.877992035
"Chordata","Mixed","Mixed","Management","DZ",2964762.88826734
"Chordata","Mixed","Mixed","Management","EC",1444605.63455841
"Chordata","Mixed","Mixed","Management","EE",297311.984550148
"Chordata","Mixed","Mixed","Management","EG",596339.280139276
"Chordata","Mixed","Mixed","Management","ES",285730.664972989
"Chordata","Mixed","Mixed","Management","FI",1006540.34965732
"Chordata","Mixed","Mixed","Management","FR",448488.56847563
